C,FFGRL,FFQRH,RSSLOPE,RSXA,RPSTP, QTP,FFQRSD,RRR,RRPOST,FFRR2NDUR,TMA1mean,FMA2std,FMA2mean
0,188.89,67,184,119,1.6691,2.9514,3.925,2.7045,-447.01,223.51,0.0029962,0.49615,0.49192
1,136.11,42,164,94,0.95349,1.6512,2.0587,1.6167,-91.498,45.749,0.034718,0.17932,0.15967
0,169.44,60,180,119,1.6092,3.0281,3.5924,2.6479,-409.13,204.57,0.0025474,0.52569,0.52209
1,86.111,25,143,90,1.1138,2.0282,2.5269,1.9629,-112.31,56.153,0.033863,0.20045,0.18137
0,180.56,64,186,121,1.7056,3.0878,3.9566,2.8854,-450.62,225.31,0.0028362,0.48579,0.48179
1,141.67,45,171,94,1.097,1.9421,2.3253,1.9053,-103.35,51.673,0.026727,0.20551,0.19206
0,177.78,63,179,121,1.7147,3.1924,3.8372,2.9437,-437.02,218.51,0.0025946,0.46258,0.45892
1,86.111,24,146,94,1.0464,1.8731,2.4748,1.8269,-109.99,54.995,0.03179,0.2056,0.18797
1,88.889,26,148,95,1.1046,2.0683,2.4229,1.8956,-114.41,57.207,0.015887,0.2247,0.21672
1,88.889,25,144,91,1.0768,1.9737,2.4238,1.8736,-107.72,53.862,0.02017,0.21374,0.20394
1,86.111,24,144,92,0.99896,1.7914,2.3609,1.7002,-104.93,52.465,0.027491,0.20936,0.19525
1,86.111,24,146,94,1.0351,1.8689,2.4176,1.7431,-107.45,53.724,0.022713,0.21701,0.20567
1,86.111,24,142,90,0.95221,1.7146,2.2405,1.5821,-99.58,49.79,0.021326,0.21426,0.20344
1,83.333,23,142,90,0.98648,1.7643,2.3157,1.628,-96.489,48.244,0.022981,0.20791,0.19642
1,86.111,24,143,90,1.0704,1.9116,2.4734,1.7787,-103.06,51.53,0.02301,0.21399,0.20243
1,83.333,24,145,93,1.0529,1.9676,2.3253,1.8183,-103.35,51.674,0.02108,0.21644,0.2058
0,166.67,59,180,119,1.6026,2.9868,3.6623,2.7894,-417.1,208.55,0.0021875,0.40153,0.39844
1,91.667,25,147,94,1.039,1.8183,2.4944,1.8019,-110.86,55.431,0.030422,0.19198,0.17352
0,225,80,203,119,1.5697,2.7287,3.5618,2.5599,-405.65,202.83,0.0027006,0.54893,0.54512
1,86.111,25,147,94,1.1353,2.0583,2.5897,1.9983,-115.1,57.549,0.032358,0.20323,0.18444
1,88.889,25,147,94,1.0393,1.8638,2.4154,1.6873,-107.35,53.676,0.022539,0.21464,0.20338
1,86.111,24,146,93,1.0661,1.8944,2.4799,1.7822,-103.33,51.664,0.026928,0.20411,0.19025
1,86.111,25,147,94,1.0205,1.8851,2.2758,1.6964,-101.15,50.573,0.017945,0.21546,0.20632
1,86.111,25,147,94,1.0581,1.9705,2.3286,1.8028,-103.49,51.746,0.011801,0.22591,0.22003
1,86.111,23,143,91,0.98613,1.7555,2.3303,1.5841,-97.098,48.549,0.021607,0.2012,0.19032
1,86.111,24,143,91,0.98443,1.7526,2.3533,1.657,-104.59,52.296,0.030653,0.20134,0.18452
0,202.78,52,176,121,1.2869,2.454,2.9677,2.2324,-337.99,168.99,0.003013,0.29333,0.29055
1,83.333,23,145,93,0.94866,1.6671,2.2858,1.586,-95.24,47.62,0.02618,0.19023,0.1768
0,166.67,59,179,119,1.6004,2.996,3.6276,2.5951,-413.14,206.57,0.0027774,0.54149,0.53758
1,77.778,23,140,89,0.97782,1.7989,2.2546,1.776,-100.2,50.102,0.026349,0.20891,0.19525
1,86.111,25,146,94,0.98398,1.823,2.2292,1.6051,-105.27,52.635,0.012219,0.23671,0.23057
1,91.667,26,142,89,0.92835,1.6514,2.2122,1.4815,-104.47,52.234,0.02342,0.20375,0.19157
0,175,62,182,119,1.6805,3.1326,3.772,2.8998,-429.59,214.8,0.0026251,0.40537,0.40167
1,80.556,23,139,87,1.1503,2.1141,2.5753,2.0625,-107.3,53.652,0.027376,0.21086,0.19631
0,177.78,63,190,129,1.6279,3.0267,3.6537,2.8519,-416.12,208.06,0.0024475,0.42472,0.42127
1,83.333,23,139,87,1.0309,1.7877,2.5204,1.7677,-105.01,52.507,0.028725,0.20623,0.19151
0,200,51,175,121,1.4103,2.729,3.1182,2.4523,-355.13,177.56,0.0097067,0.27327,0.26757
1,88.889,25,147,94,1.0523,1.9066,2.4098,1.8189,-107.1,53.55,0.020876,0.21994,0.20939
0,197.22,50,172,118,1.0597,2.0337,2.4278,1.9552,-269.76,134.88,0.013098,0.21583,0.20915
1,86.111,24,143,91,1.0924,1.9613,2.567,1.8802,-114.09,57.044,0.028564,0.21302,0.19804
0,191.67,48,171,118,1.0402,2.0034,2.3736,1.8501,-257.14,128.57,0.016361,0.22371,0.21551
1,83.333,23,141,89,0.93893,1.6846,2.1982,1.5903,-91.593,45.796,0.021777,0.21134,0.20071
0,191.67,48,175,119,1.3758,2.6339,3.0513,2.4456,-305.13,152.56,0.0024691,0.28867,0.28628
1,86.111,24,146,94,1.037,1.8568,2.4526,1.7674,-109,54.501,0.028594,0.21323,0.19792
0,219.44,58,180,122,1.5789,2.9574,3.598,2.7298,-409.77,204.89,0.0018792,0.37229,0.36964
1,86.111,25,147,94,1.01,1.8924,2.2062,1.8129,-98.055,49.028,0.023021,0.20859,0.1966
0,200,71,184,112,1.5859,2.7668,3.7099,2.5596,-422.51,211.26,0.0030616,0.49578,0.49147
1,147.22,45,169,93,1.1136,1.8627,2.4211,1.8421,-107.6,53.802,0.03691,0.1809,0.15868
0,225,80,203,119,1.5255,2.6999,3.4115,2.5203,-388.53,194.26,0.0026425,0.54608,0.54235
1,86.111,24,143,90,1.1364,2.0585,2.5713,1.9442,-107.14,53.569,0.041385,0.19564,0.17017
0,233.33,63,179,120,1.7393,3.1814,3.9966,2.9286,-455.17,227.58,0.0026557,0.46242,0.45867
1,88.889,24,146,94,1.046,1.8546,2.5093,1.8436,-111.53,55.763,0.032547,0.20216,0.18427
0,191.67,48,171,119,1.1742,2.275,2.6449,2.0297,-293.88,146.94,0.020788,0.23515,0.22383
1,83.333,24,142,90,1.1501,2.1459,2.5353,1.9872,-112.68,56.341,0.021424,0.22511,0.21425
1,194.44,49,171,119,0.98447,1.9087,2.2358,1.6937,-254.63,127.32,0.014348,0.22468,0.2176
1,83.333,23,145,93,0.88925,1.6368,2.0089,1.4993,-83.703,41.852,0.020739,0.20309,0.19303
1,88.889,24,146,94,0.9495,1.6503,2.3531,1.5437,-104.58,52.29,0.026099,0.20937,0.19626
1,83.333,24,141,89,1.0896,1.9945,2.4846,1.867,-110.43,55.214,0.023402,0.22575,0.21404
0,200,51,176,122,1.3344,2.5581,3.0535,2.3509,-347.76,173.88,0.0020038,0.29368,0.29142
1,83.333,24,146,94,1.0536,1.9679,2.3291,1.821,-103.51,51.757,0.022571,0.21069,0.19915
0,175,62,188,125,1.641,3.0863,3.6319,2.806,-413.63,206.82,0.002339,0.39769,0.39439
1,91.667,26,145,92,1.0179,1.8079,2.4236,1.7488,-114.45,57.224,0.036827,0.19224,0.16934
0,191.67,68,185,117,1.6002,2.8375,3.7324,2.503,-425.08,212.54,0.0030745,0.51094,0.5066
1,86.111,25,144,91,1.0682,1.9658,2.3913,1.893,-106.28,53.139,0.027943,0.20177,0.18656
0,225,60,179,120,1.5532,2.8805,3.5604,2.6486,-405.49,202.75,0.0020149,0.38424,0.38139
1,86.111,24,141,89,1.0113,1.7919,2.4322,1.7087,-108.1,54.049,0.027301,0.20106,0.18681
0,200,51,181,127,1.3775,2.6736,3.0167,2.4376,-343.57,171.78,0.012368,0.25807,0.25099
1,86.111,25,146,93,1.1548,2.1309,2.5667,1.9606,-114.08,57.038,0.027,0.21724,0.20271
0,197.22,50,172,119,1.153,2.2148,2.6666,2.002,-303.69,151.85,0.010534,0.24027,0.23489
1,86.111,24,143,91,0.9575,1.6908,2.3189,1.5884,-103.06,51.532,0.021667,0.20366,0.19241
0,194.44,49,176,124,1.1919,2.3131,2.6733,2.0893,-304.46,152.23,0.016937,0.23605,0.2275
1,86.111,25,143,90,1.0007,1.8489,2.2327,1.6562,-99.23,49.615,0.02696,0.20433,0.18951
0,225,60,184,121,1.5537,2.8768,3.5715,2.6661,-406.76,203.38,0.0021772,0.40536,0.40229
1,86.111,24,146,94,1.0102,1.7892,2.4311,1.7059,-108.05,54.024,0.033649,0.19914,0.18049
0,186.11,66,186,119,1.7402,3.1541,3.9871,2.8554,-454.09,227.04,0.0030915,0.48754,0.48318
1,86.111,25,143,90,1.109,2.0732,2.4219,2.0312,-107.64,53.82,0.025809,0.20535,0.1916
0,172.22,61,191,130,1.6007,3.0128,3.555,2.8678,-404.88,202.44,0.0023669,0.39436,0.39102
1,83.333,22,141,90,0.99232,1.7673,2.3871,1.7214,-99.461,49.731,0.032673,0.19939,0.18244
0,197.22,50,172,119,1.1403,2.2065,2.5663,2.0627,-292.27,146.13,0.019236,0.22413,0.21444
1,83.333,24,144,92,1.0637,1.9852,2.353,1.8094,-104.58,52.289,0.02153,0.22523,0.21441
1,144.44,45,171,94,1.1026,1.9689,2.3278,1.8654,-103.46,51.729,0.024811,0.2219,0.20988
1,150,46,172,94,1.1593,1.9265,2.52,1.8583,-112,56.001,0.029384,0.21597,0.20028
1,91.667,26,148,94,1.2402,2.266,2.7609,2.1448,-122.71,61.354,0.032056,0.22193,0.20407
1,83.333,23,143,91,1.1,2.0521,2.4122,1.9041,-100.51,50.255,0.02403,0.21835,0.20652
1,86.111,25,153,101,1.0391,1.9645,2.266,1.7915,-107.01,53.504,0.022166,0.22809,0.21707
1,80.556,22,140,89,1.0222,1.8495,2.3935,1.7546,-99.727,49.864,0.029003,0.21189,0.19747
1,86.111,24,141,89,1.0786,1.9683,2.4727,1.8689,-109.9,54.95,0.034249,0.21966,0.20173
1,86.111,25,146,94,1.0367,1.9394,2.3041,1.7946,-108.8,54.402,0.024605,0.22168,0.20913
0,191.67,48,171,116,1.378,2.6626,3.0087,2.4573,-309.23,154.62,0.013528,0.2779,0.27065
1,88.889,24,146,94,1.0239,1.8275,2.4346,1.752,-108.21,54.103,0.032653,0.20724,0.1896
1,86.111,24,143,91,1.0385,1.8851,2.4051,1.767,-106.89,53.446,0.027529,0.21734,0.20317
1,83.333,24,146,94,1.152,2.1431,2.5516,1.9948,-113.4,56.702,0.025372,0.22769,0.21451
0,194.44,69,195,123,1.7235,3.1824,3.8119,3.0302,-434.13,217.06,0.0023478,0.42554,0.42223
1,91.667,25,146,93,1.1847,2.1233,2.741,2.0413,-121.82,60.91,0.035391,0.22161,0.20243
1,86.111,24,145,92,1.206,2.1819,2.7257,2.0461,-113.57,56.785,0.028331,0.23029,0.21597
1,86.111,25,146,93,1.1148,2.0661,2.4656,1.8809,-109.58,54.79,0.018443,0.23066,0.22139
1,88.889,25,150,97,1.056,1.982,2.2969,1.8039,-102.08,51.042,0.024009,0.21609,0.20392
1,91.667,25,147,94,1.1064,1.9772,2.5775,1.8395,-114.55,57.277,0.022333,0.22377,0.21248
0,86.111,26,176,125,1.1019,2.0206,2.4969,2.0108,-117.91,58.954,0.014342,0.24205,0.22513
1,83.333,24,146,94,1.0722,1.9855,2.402,1.8827,-106.75,53.377,0.042029,0.19006,0.16375
0,241.67,66,183,116,1.5348,2.7306,3.6062,2.5035,-410.71,205.36,0.0027715,0.48274,0.47883
1,83.333,23,142,90,1.1475,2.0434,2.6918,1.9741,-112.16,56.079,0.036737,0.20513,0.18538
1,91.667,26,147,94,1.1238,2.0383,2.5868,1.8537,-122.15,61.076,0.024621,0.22161,0.20881
1,80.556,23,143,91,1.1611,2.1383,2.5904,1.961,-107.93,53.967,0.020808,0.22898,0.21876
1,88.889,25,146,93,1.1179,2.069,2.4773,1.8479,-110.1,55.051,0.02111,0.21765,0.20689
1,91.667,25,146,93,1.0766,1.9184,2.5208,1.8087,-112.03,56.017,0.020862,0.22671,0.21638
1,86.111,24,144,92,1.0783,1.9339,2.5396,1.8174,-112.87,56.435,0.029206,0.21161,0.19606
1,83.333,24,146,94,0.96,1.7638,2.1884,1.5895,-97.264,48.632,0.021134,0.22003,0.20949
1,86.111,24,146,94,1.0415,1.9568,2.2803,1.673,-101.35,50.674,0.028907,0.20722,0.19185
1,88.889,25,142,89,0.95,1.6601,2.2918,1.5281,-101.86,50.929,0.022853,0.21472,0.20346
0,83.333,25,147,94,1.1151,2.0776,2.447,1.938,-108.76,54.378,0.017705,0.22022,0.21134
1,88.889,26,148,95,1.0995,2.0507,2.427,1.8799,-114.61,57.304,0.018496,0.22994,0.22076
0,255.56,71,186,114,1.6941,3.0123,3.8831,2.7937,-442.24,221.12,0.0031374,0.50192,0.4975
1,88.889,25,147,94,1.1012,1.9552,2.5883,1.91,-115.03,57.517,0.039905,0.19922,0.17565
0,158.33,56,176,119,1.5399,2.8641,3.6185,2.5657,-412.11,206.06,0.0027133,0.5614,0.55758
1,83.333,24,146,93,1.1233,2.0625,2.4967,2.0238,-104.03,52.015,0.03487,0.19391,0.17364
0,188.89,67,184,116,1.5836,2.8343,3.6723,2.546,-418.24,209.12,0.0028507,0.49333,0.48931
1,88.889,24,141,89,1.077,1.905,2.5892,1.8558,-115.07,57.537,0.037372,0.20052,0.17937
1,136.11,42,168,93,1.0387,1.7059,2.2992,1.6209,-102.19,51.093,0.01981,0.21705,0.20751
1,86.111,25,145,92,1.1043,2.0558,2.4272,1.9026,-107.88,53.938,0.024448,0.22794,0.21558
1,88.889,26,141,88,1.0608,1.9869,2.3292,1.7534,-109.99,54.995,0.020054,0.22715,0.21708
1,86.111,24,141,89,1.0894,1.9611,2.5497,1.8674,-113.32,56.659,0.024617,0.21451,0.20211
1,86.111,24,143,90,1.0935,1.934,2.5561,1.8119,-106.5,53.252,0.025762,0.21934,0.20637
1,80.556,23,142,90,1.0715,1.9724,2.402,1.819,-100.08,50.042,0.019663,0.21884,0.20908
1,83.333,24,145,93,1.1404,2.1409,2.4894,1.9472,-110.64,55.32,0.016238,0.23348,0.22565
1,91.667,26,145,92,0.95075,1.7257,2.1991,1.6064,-103.85,51.923,0.020302,0.20495,0.19473
0,172.22,61,191,129,1.6312,3.0514,3.6599,2.8492,-416.82,208.41,0.0024269,0.38654,0.38312
1,86.111,24,146,93,1.148,2.066,2.6188,1.9852,-109.12,54.558,0.03327,0.20073,0.18192
0,252.78,70,192,121,1.6124,2.845,3.7444,2.5689,-426.44,213.22,0.0031372,0.49056,0.48613
1,83.333,23,163,112,0.9557,1.6939,2.3513,1.6618,-104.5,52.252,0.032865,0.19533,0.17768
0,183.33,65,181,119,1.7474,3.2506,3.8814,2.915,-442.04,221.02,0.0027718,0.45221,0.4483
1,83.333,24,143,91,0.91757,1.6571,2.1524,1.6069,-95.662,47.831,0.026334,0.2029,0.1893
1,88.889,25,147,94,0.94192,1.678,2.2159,1.4995,-98.485,49.242,0.020605,0.20436,0.19385
1,88.889,24,144,92,1.0663,1.9059,2.5252,1.8088,-112.23,56.115,0.030247,0.2092,0.1933
1,80.556,23,140,88,0.97091,1.7545,2.2469,1.5891,-93.62,46.81,0.023839,0.20065,0.18855
1,86.111,24,143,91,0.98615,1.825,2.2196,1.6317,-98.65,49.325,0.022649,0.20572,0.19414
1,86.111,24,141,89,0.9418,1.6734,2.2617,1.5151,-100.52,50.259,0.024713,0.20951,0.19711
1,86.111,24,144,92,0.89763,1.5869,2.1753,1.4595,-96.68,48.34,0.024416,0.20536,0.19296
1,80.556,24,152,100,1.0522,1.9497,2.3569,1.7734,-104.75,52.375,0.015965,0.2264,0.21841
1,141.67,44,166,90,0.88619,1.4517,1.9519,1.3512,-86.75,43.375,0.020656,0.1958,0.18561
1,125,37,159,94,1.0728,1.7376,2.4462,1.6736,-108.72,54.361,0.02279,0.21696,0.20546
1,91.667,26,147,94,1.2409,2.2606,2.8247,2.1026,-133.39,66.694,0.030656,0.22726,0.21031
0,136.11,44,156,93,1.2279,2.2422,2.5784,2.1613,-121.76,60.88,0.022614,0.2355,0.22375
1,88.889,25,147,94,1.0858,2.0142,2.4007,1.7771,-106.7,53.349,0.019964,0.21674,0.20631
1,80.556,24,137,85,0.97792,1.8158,2.1898,1.59,-97.324,48.662,0.016925,0.2182,0.20956
1,83.333,24,143,91,0.90225,1.6482,2.0802,1.4622,-92.453,46.226,0.02123,0.19978,0.18901
0,225,80,198,119,1.4539,2.5106,3.318,2.3004,-377.89,188.94,0.0026236,0.49192,0.48822
1,83.333,23,142,91,0.95939,1.7462,2.2566,1.6405,-100.29,50.147,0.030233,0.19888,0.18269
1,88.889,23,140,88,1.0121,1.7827,2.4248,1.6065,-101.03,50.517,0.023032,0.20262,0.19086
1,83.333,23,148,96,1.092,1.9919,2.4793,1.7163,-103.3,51.652,0.024864,0.21763,0.2049
1,86.111,25,151,99,0.9765,1.8371,2.1543,1.682,-101.73,50.866,0.014585,0.23125,0.22403
1,138.89,43,169,94,0.92997,1.6452,1.982,1.5098,-88.09,44.045,0.021811,0.19355,0.18302
0,191.67,64,184,119,1.6869,3.1231,3.7904,2.8215,-431.69,215.84,0.0026782,0.44516,0.44138
1,83.333,23,145,93,1.0891,1.9571,2.528,1.8505,-105.33,52.667,0.023826,0.21731,0.205
1,200,51,174,120,1.0958,2.1161,2.463,1.8965,-280.51,140.25,0.0095981,0.22857,0.2235
1,191.67,48,172,118,1.0867,2.1099,2.379,1.9403,-251.11,125.56,0.0090308,0.22952,0.22503
1,247.22,68,190,119,0.98924,1.8471,2.1733,1.6998,-247.52,123.76,0.0088173,0.22277,0.21836
1,191.67,48,171,120,0.87605,1.7014,2.0101,1.5311,-228.92,114.46,0.013071,0.21496,0.20883
1,186.11,46,168,116,0.87702,1.7015,1.9738,1.4878,-208.35,104.17,0.01537,0.2098,0.20218
1,102.78,31,153,93,0.90375,1.6492,1.9641,1.4761,-87.295,43.647,0.010951,0.21517,0.20994
1,130.56,39,175,107,0.91421,1.592,1.9703,1.4053,-82.096,41.048,0.023899,0.17666,0.16422
1,88.889,23,146,94,0.9608,1.6601,2.3671,1.5119,-98.63,49.315,0.03404,0.18507,0.16657
0,97.222,18,168,122,0.61802,0.99499,2.0275,0.41959,-78.849,39.424,0.00098152,0.26324,0.26186
0,280.56,80,200,119,-1.1634,-2.5433,-2.0954,-2.0059,238.64,-119.32,0.0014932,0.44186,0.43975
1,91.667,25,147,94,1.0688,1.9036,2.5044,1.9278,-111.31,55.653,0.044744,0.16512,0.13163
1,88.889,25,147,94,1.085,1.9478,2.5139,1.663,-111.73,55.865,0.026602,0.2043,0.1899
1,83.333,24,146,94,1.0495,1.9469,2.3465,1.7737,-104.29,52.144,0.015183,0.22292,0.21528
1,86.111,25,141,88,1.0274,1.869,2.3415,1.6705,-104.07,52.033,0.012609,0.22604,0.21958
0,177.78,43,165,112,1.2031,2.3279,2.6419,2.1581,-249.52,124.76,0.0052155,0.25137,0.24826
1,88.889,25,147,94,1.0208,1.8406,2.356,1.662,-104.71,52.356,0.028497,0.20561,0.1894
0,222.22,59,183,123,1.4395,2.7166,3.2202,2.4878,-366.75,183.37,0.0018941,0.35756,0.35489
1,88.889,25,146,94,0.97224,1.7294,2.3551,1.6348,-111.21,55.606,0.028064,0.20849,0.19336
1,194.44,49,171,119,1.0106,1.9482,2.3485,1.7517,-267.47,133.73,0.010784,0.23923,0.23381
1,83.333,24,146,94,0.94319,1.7393,2.1389,1.5552,-95.062,47.531,0.01455,0.21674,0.20945
1,86.111,24,144,92,0.84983,1.4829,2.1018,1.3356,-93.412,46.706,0.015072,0.19445,0.18689
1,83.333,23,145,94,0.86288,1.532,2.1262,1.3994,-94.5,47.25,0.021349,0.19745,0.18682
1,86.111,25,144,92,0.97128,1.7886,2.2245,1.5808,-105.05,52.523,0.018568,0.20944,0.20011
1,127.78,38,164,93,0.87702,1.389,1.9874,1.3328,-82.807,41.404,0.015183,0.19186,0.18458
1,88.889,26,148,94,1.1353,2.046,2.5817,1.869,-114.74,57.371,0.01534,0.23454,0.22685
1,86.111,25,144,91,1.0083,1.85,2.2718,1.6432,-100.97,50.485,0.018084,0.21332,0.20416
0,200,71,197,119,1.6937,3.026,3.8624,2.855,-439.89,219.94,0.002556,0.44117,0.43757
1,86.111,25,147,94,1.0447,1.9266,2.3333,1.8667,-103.7,51.852,0.02181,0.21087,0.19946
0,247.22,68,185,116,1.4783,2.5918,3.4954,2.3938,-398.09,199.05,0.0026971,0.47361,0.4698
0,233.33,63,181,117,-0.43084,-0.9712,-0.65724,-0.61125,74.853,-37.426,0.00095068,0.16905,0.1677
0,219.44,58,181,121,1.3116,2.4914,2.9165,2.3401,-332.16,166.08,0.019597,0.25651,0.24224
1,88.889,25,147,95,1.0593,1.8735,2.5799,1.8149,-121.83,60.915,0.027181,0.20938,0.19458
1,86.111,25,143,90,1.0786,1.9846,2.4142,1.8154,-107.3,53.649,0.016782,0.22574,0.21725
1,80.556,22,141,90,0.92101,1.6791,2.1407,1.5248,-89.195,44.598,0.020775,0.20948,0.19918
1,91.667,25,147,94,0.90719,1.5782,2.204,1.442,-97.954,48.977,0.020762,0.19743,0.18703
1,83.333,23,144,93,0.93961,1.6784,2.2841,1.566,-101.51,50.757,0.025083,0.20296,0.19032
1,86.111,24,143,90,1.0274,1.8434,2.3631,1.7035,-98.463,49.232,0.017444,0.22355,0.21522
1,144.44,45,172,95,1.0047,1.7404,2.167,1.6373,-102.33,51.164,0.017422,0.20784,0.19936
0,186.11,46,168,115,1.1669,2.2597,2.5838,2.0981,-265.56,132.78,0.0088694,0.2487,0.24427
1,86.111,24,145,93,0.94902,1.707,2.2371,1.5801,-99.429,49.714,0.027392,0.19191,0.17685
0,155.56,55,175,119,1.3856,2.5483,3.3803,2.3749,-384.97,192.49,0.002627,0.51452,0.51082
1,91.667,25,144,92,0.86404,1.5275,2.1215,1.4502,-100.18,50.091,0.031386,0.18754,0.17016
1,86.111,24,146,93,1.0345,1.8324,2.4187,1.6813,-100.78,50.389,0.021343,0.21437,0.20375
1,111.11,34,161,94,1.3632,2.4591,2.9332,2.3202,-130.37,65.183,0.015344,0.27088,0.26327
1,86.111,23,139,87,0.95879,1.6987,2.2832,1.5802,-95.135,47.568,0.025134,0.19588,0.18315
1,88.889,24,142,89,1.1423,2.0178,2.6694,1.8918,-111.23,55.613,0.027584,0.21767,0.20352
1,88.889,25,144,91,0.99684,1.8059,2.2878,1.6746,-101.68,50.839,0.021462,0.21229,0.20146
1,80.556,23,145,93,1.0099,1.8358,2.3133,1.6546,-96.386,48.193,0.015859,0.22443,0.21666
1,88.889,25,144,91,1.0277,1.83,2.4123,1.6641,-107.21,53.606,0.020357,0.2166,0.20644
1,88.889,26,148,95,1.0323,1.8685,2.3908,1.7414,-112.9,56.448,0.025436,0.21182,0.19875
1,86.111,25,143,90,1.05,1.9032,2.4037,1.7415,-106.83,53.415,0.017404,0.22197,0.21339
0,86.111,23,145,94,1.133,2.0529,2.661,1.5127,-118.27,59.134,0.047884,0.19828,0.16946
0,194.44,69,186,116,1.5686,2.8473,3.5447,2.5054,-403.7,201.85,0.003167,0.45299,0.44852
1,88.889,24,145,93,0.9306,1.6375,2.2677,1.5823,-100.79,50.393,0.038183,0.18343,0.16107
0,241.67,66,185,121,1.6397,2.9189,3.8469,2.7065,-438.12,219.06,0.0028407,0.46881,0.4648
1,88.889,24,143,91,0.93939,1.6479,2.2985,1.5551,-102.15,51.077,0.025503,0.18751,0.1739
1,88.889,25,145,92,0.9567,1.7022,2.2533,1.5347,-100.15,50.074,0.022312,0.2009,0.18906
1,83.333,24,143,91,0.9159,1.6401,2.1764,1.4465,-96.731,48.365,0.021145,0.20768,0.19687
1,88.889,24,140,88,0.88951,1.5704,2.1605,1.412,-96.024,48.012,0.023749,0.20412,0.19208
1,83.333,23,142,90,0.87265,1.5271,2.1206,1.3559,-88.358,44.179,0.029693,0.19467,0.17942
1,86.111,24,146,94,0.99055,1.7745,2.3454,1.6115,-104.24,52.121,0.021203,0.20824,0.19743
1,91.667,25,147,94,0.93224,1.6585,2.1978,1.5796,-97.679,48.84,0.016507,0.20783,0.19972
1,86.111,24,143,91,0.92162,1.628,2.234,1.5164,-99.289,49.645,0.023155,0.19871,0.18711
1,88.889,24,145,93,0.83641,1.4786,2.0313,1.3578,-90.279,45.139,0.023938,0.18753,0.1751
0,238.89,65,185,119,1.5188,2.7148,3.5687,2.5343,-406.44,203.22,0.0025677,0.4578,0.45418
1,91.667,24,144,92,0.89013,1.5342,2.2365,1.4285,-99.401,49.7,0.033641,0.18874,0.1697
0,172.22,61,183,119,1.6377,3.0464,3.7097,2.781,-422.5,211.25,0.0024289,0.42028,0.41685
1,83.333,23,145,93,1.0193,1.832,2.373,1.7096,-98.875,49.437,0.024066,0.20523,0.19266
0,180.56,44,166,114,1.0334,1.9885,2.369,1.8015,-236.9,118.45,0.01135,0.21698,0.21113
1,88.889,24,145,92,1.0242,1.803,2.4139,1.6955,-100.58,50.289,0.024272,0.20612,0.19382
1,88.889,25,144,91,0.90368,1.6303,2.0922,1.4572,-92.988,46.494,0.022581,0.19844,0.18686
1,86.111,23,145,92,0.97284,1.686,2.3121,1.5632,-89.916,44.958,0.027317,0.19224,0.1784
1,86.111,24,146,94,0.93987,1.6829,2.2315,1.5546,-99.178,49.589,0.021674,0.21205,0.20124
1,116.67,34,156,93,0.97356,1.6768,2.1505,1.5485,-89.604,44.802,0.020057,0.20502,0.19538
1,141.67,43,161,90,1.0331,1.7173,2.2666,1.6016,-100.74,50.37,0.027751,0.20968,0.19581
1,86.111,24,142,90,0.99599,1.7974,2.3317,1.6957,-103.63,51.814,0.017301,0.21946,0.21082
0,86.111,26,180,129,0.98379,1.7961,2.2534,1.6838,-106.41,53.206,0.016645,0.21163,0.19277
1,88.889,24,146,94,0.90565,1.5919,2.2123,1.5264,-98.323,49.162,0.046656,0.16761,0.13901
0,161.11,57,171,113,1.4374,2.6535,3.4049,2.4535,-387.78,193.89,0.0027945,0.51006,0.50611
1,80.556,23,142,91,0.87168,1.5738,2.0878,1.5199,-92.789,46.395,0.028873,0.19631,0.18133
1,83.333,23,145,93,0.96364,1.7037,2.3012,1.4964,-95.883,47.941,0.024722,0.20197,0.18913
0,77.778,22,168,120,0.89652,1.6495,2.0544,1.5276,-85.598,42.799,0.017783,0.21808,0.20738
1,83.333,24,146,94,0.91223,1.6682,2.099,1.5761,-93.288,46.644,0.035837,0.1757,0.15474
1,88.889,24,146,94,1.0335,1.852,2.442,1.6225,-108.53,54.267,0.028686,0.19891,0.1833
1,88.889,24,145,92,1.0879,1.9531,2.4952,1.7687,-103.97,51.984,0.028836,0.20257,0.18766
1,86.111,24,144,92,0.92527,1.6777,2.1563,1.4458,-95.837,47.918,0.018737,0.21722,0.20767
1,86.111,23,142,90,0.91944,1.6298,2.1915,1.4493,-91.312,45.656,0.021031,0.20441,0.194
1,91.667,26,148,94,1.1457,2.0662,2.6025,1.9107,-115.67,57.833,0.025945,0.21062,0.19683
1,86.111,24,146,93,1.0022,1.7864,2.3268,1.6088,-96.951,48.476,0.018134,0.21721,0.20828
1,88.889,24,144,92,0.89631,1.5925,2.1564,1.3923,-95.838,47.919,0.020855,0.19958,0.18901
1,83.333,23,145,93,0.98681,1.7653,2.3158,1.6295,-96.49,48.245,0.024039,0.20387,0.19149
1,86.111,24,140,88,0.94257,1.7118,2.1898,1.4851,-97.325,48.663,0.018098,0.21145,0.20207
1,88.889,24,145,92,0.93495,1.6024,2.2827,1.4569,-95.113,47.557,0.021907,0.20144,0.19035
1,80.556,23,145,93,1.0168,1.8312,2.3604,1.6752,-98.35,49.175,0.018705,0.21466,0.20548
1,83.333,24,145,92,1.0318,1.8888,2.3104,1.6884,-96.267,48.134,0.013699,0.22081,0.21416
1,83.333,22,137,86,0.85375,1.5633,1.9761,1.4336,-82.337,41.169,0.021725,0.18602,0.17513
